"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cabo Verde","CPV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1087.72263710322","1113.02659280352","1229.08471465181","1329.30213089932","1573.61755399632","1788.02167782435","1979.94708344319","2189.71598715771","2441.68036459817","2702.89911977176","3101.00251384018","3183.81940239175","3348.34960902125","3497.85319290202","3900.3359858205","4240.26508635846","4655.64532988542","5437.70991145294","5841.05876747843","5741.21820655033","5821.73980458961","6102.41216353509","6207.36142352013","6285.96982323493","6362.9604012073","6415.61246182805","6709.10991574177","7005.95868392523","7454.06391681042","",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5025.56122590912","5176.0812134502","5632.38980430124","6017.43680445902","6261.05237864425","6493.03982023472","6533.76494323797","6852.94480853617","7247.01094513243","7481.17275612337","7787.37775886091","8089.57938926755","8349.67112514342","8732.2289459762","9220.88915413131","9737.08881300218","10609.5068794537","11625.9304857052","12240.5790666493","12058.5238213325","12644.6966535469","13302.9282818352","14041.9937752817","14445.898359738","15067.3111823336","15610.8795501536","16278.6019026024","16976.1874153072","17671.0953526733","",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5930.40721794665","6211.76636313414","6493.58914598539","6795.56161876935","7065.16686674044","7353.52578074796","7680.19880092852","8002.87843913095","8269.70374014247","8672.79475481563","9143.37894436382","9486.90314736569","9949.76575980767","10737.2192646238","11432.0774734972","12151.1679017018","13352.9144058205","14092.3735460333","14501.9837546245","14001.5325683654","14273.0047040968","14623.8580938131","14979.8511780314","15311.6449687579","15560.6184347502","15811.3535217287","15549.4158264785","15701.5975856631","16187.1118583243","",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23271.8902126728","24497.7019353271","24953.4559415444","24969.8631515843","25256.1041259458","25558.8273132702","26084.5128412949","26910.0810174674","27683.2568776301","27566.0128007531","27559.1970471534","27907.8660198663","28168.8301764407","28115.0057981999","27941.568194937","27947.8216672263","27679.645029596","27626.6409480366","27743.0700522301","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63325.7199373791","62987.9346113903","62144.8996964894","61515.841019774","61566.9210669242","62207.3522726744","62748.131442366","67007.3467583863","70105.8999149482","72078.2533523643","71101.4710019968","64698.9904342842","62158.6030446546","62861.1807436011","63666.6114959326","64546.386054775","66497.0115338172","68131.324572506","70049.9818450345","72607.570767153","","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13314.6712669758","13512.3896283065","14722.4926068366","14814.7014427917","15695.77268263","17069.6063951374","17297.4224893819","17778.7575994083","18758.5294698854","19662.7442286567","21291.4735082902","22871.3836699875","23556.4139278627","24252.8976002779","25921.2044367465","27763.177389335","29984.1850612746","32849.9410426219","34824.0829909209","33888.2852261088","33230.7989411299","33192.336901327","31914.6834217479","30620.8621496663","30390.6080662609","31578.3544277306","33682.4790814849","36155.4807539388","","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12659.8523062252","11595.6188618279","11787.7398089512","12061.9492218999","12673.3519428927","13752.5140062775","14583.4331729136","14730.615017474","14906.3982171265","15324.1064301742","16190.8050276551","17554.4877246829","18189.2343541554","19426.0851264696","20799.157638979","21956.3838583853","23776.4870553843","26124.8954490421","27844.7953264656","27599.3008601602","27667.4328953053","28797.4179611691","29047.2464395949","30485.7141541113","32263.3157548997","33691.4242392608","35230.5224608776","38019.5805142033","39743.5970941416","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19496.7874022577","21031.9488902779","21762.8550514102","21863.3117598276","22759.9977514932","23528.1488832684","24047.7613682869","24570.112414674","25344.6458500864","26291.2110793898","27202.7933717461","28380.3841210923","29178.6374658122","29875.0279345237","31305.2879360128","31794.0960095207","34124.8742659227","36252.4119582804","37802.3874303197","36823.3802837696","38949.5497636642","42541.5310884096","43359.6148271723","44993.8927459315","47011.5510935131","47683.7885959958","49516.0826931853","52055.3099535207","53074.5401181641","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2744.26865451208","","","","","","","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4320.71219056339","4529.86744258822","4715.75853100324","4911.8813722799","5003.49872356336","5259.13570899049","5534.32440618398","5780.24544675103","6101.67698629884","6242.86535166783","6549.08947047883","6687.47949686741","6584.45075700507","7106.07426303843","7489.87533432406","7751.06609555864","8342.4148787227","9100.90183551733","9934.09325405675","9889.38410348229","10068.0688003805","10249.8954096293","10328.7304052329","10397.4417506091","11054.6314507234","10857.2017715934","11236.9524280375","10649.4192927032","11129.8611927628","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18215.5089646219","19044.4623872002","19794.111883142","20197.8434849325","21655.9340863678","22661.0487336202","23711.0140768588","24925.7984650582","25813.6389134402","26653.8239044055","28662.0947381941","29449.6194019362","30640.3456230968","30786.2489548486","32908.6807918313","34150.1594558945","37295.6593508184","38968.5153979593","41278.3268270571","40339.6771281296","42999.616135066","44403.3848413929","44803.9682421214","46726.8541437832","47901.4473627066","49058.5010658416","50877.4472936396","54282.5477398365","55671.1652650668","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3579.19322354005","3664.82813359856","4091.32566057568","4414.40356918739","4543.28258065954","4817.29229334893","5111.46078275481","5569.40924389878","5915.12861350272","6258.78643370024","6595.77190566255","6803.99879366689","7117.69738479401","7051.02351745837","7324.22826691204","8152.85962190857","9049.39913010968","9853.1717179896","10236.5448359514","10283.1614743855","11132.9376434513","11580.5687761449","11979.702264559","12634.964570894","13623.1182071266","14555.7411939284","15519.6168168975","16370.9561756104","17748.1853186175","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6683.94251044679","6661.13959247123","6774.46596213675","6640.1668105834","6583.17260367457","6844.63963324371","7129.63842232678","7214.87270695396","7553.94658827198","7797.01507100731","8162.58757272877","8480.07045862817","8981.34926734444","9682.4760351135","10234.9309046785","11022.1474669711","11380.0944227252","11897.1038212039","12218.0473865624","12294.6124889925","12655.1374103049","13046.1285113709","13482.7211230765","13823.8282325269","14326.283007894","14711.2208543312","15036.3641495916","15207.1791488773","15481.7876195754","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1442.17669406382","1581.8330987015","1759.38335965437","1962.64780578868","2181.95183475714","2410.3478286088","2637.76296791755","2829.56610982906","2853.59490371422","3032.05641148372","3295.11172418659","3552.64922421035","3851.21026508199","4221.38903523779","4676.25712453493","5235.22577896525","5911.19153680442","6734.51211234241","7375.89498803337","7925.71023459307","8725.22483907033","9574.18405365004","10408.3337749829","11260.5917277194","12147.6562885486","12973.8138946555","13841.6710856248","14901.096193573","16113.5406974031","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2765.48845308162","2932.15799898269","3062.5555242312","3222.66640994507","3333.17114918241","3454.09547307915","3644.50874302482","3792.46155441785","3842.37442786082","3922.8234701953","4122.62296252324","4215.13293016311","4295.18285664958","4533.20860353225","4886.2455564566","5262.10920975591","5697.87709626842","6121.32696139683","6406.47651871355","6511.78131149484","6921.77035116468","7322.2912071181","7672.80240564684","8042.76435862188","8465.23170078212","8839.13369147777","9252.95685066587","9742.68202698362","10276.7753874155","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3203.65557905693","3448.68741640546","3672.06974255414","3911.8127000336","4194.28206773502","4509.3355613939","4827.00330641378","5079.54612752125","5079.30974117953","5316.19564494742","5716.41671768349","6013.60601463654","6385.85145685479","6801.52602414533","7382.31736655193","8033.16562116788","8820.13343055142","9753.8493685064","10380.9491593174","10782.69078864","11705.4199329048","12595.7798964688","13472.3964777027","14411.2302134605","15283.3856464233","16136.0764680586","17011.7243722232","18108.2014260298","19329.7758996229","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6524.72122584163","6336.59637572844","5791.9459086603","5553.23619813394","5034.4573345279","5028.4362614557","5079.68566790098","5267.82985292326","5312.06555445699","5481.19963248597","6121.89019587529","6483.96318741094","6950.68215291904","7663.16960036136","8588.99245867295","9658.49377771893","11553.8591125434","12895.1096468667","14815.2573606754","14330.0668694296","15296.9439039479","17372.4052827111","18296.2842300391","19017.0427037121","19482.3244753658","19251.9607863747","19592.8661324994","20906.3606652182","21931.7244501372","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11606.6142924814","11895.986753464","11923.2895190985","11989.3124553465","12204.3133297936","12684.5470673431","13116.1167361671","13688.1766982276","14205.1487487114","14753.107389225","15887.0864986121","16690.3031640692","17490.9783800214","18141.6325192583","19261.6756435504","20307.4247963124","22474.1713019743","24083.2156087543","25738.7857252695","25026.9310329729","26070.6907463","27865.1447034824","28589.4783014284","29595.8326935419","30357.720385648","30851.997990208","31768.4813572155","33620.432377564","34702.5547227272","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4842.70097983717","5100.887734739","5206.3080209891","5313.1848484795","5533.27228953283","5651.89104252602","5730.98921936499","5955.77112335616","6093.60652490158","5773.2945095686","5854.33757694767","6110.4588461315","6348.92491342029","6530.51721419353","7135.98585253973","7619.0339457554","8059.13130374973","8316.56816658788","8868.93759137135","8841.98438920763","9114.33832830641","9883.58002854238","10483.1341313445","11028.4290437324","11484.1716060503","11431.9915842066","11222.078486215","11501.0102924017","11734.3873890471","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3827.27758010374","3911.3457607478","4090.91883445329","4221.97021420837","4394.281177184","4601.44454547974","4821.40941580911","5071.02054035507","5307.0415538612","5598.32939007814","5971.66853764394","6199.41007091347","6327.81079795379","6528.67532667129","6852.14983040786","7249.45256642838","7839.84225682112","8471.3434867587","9091.00066480062","9411.30496880418","9814.29845487948","9982.84570166468","10172.9830562616","10340.5421440703","10601.1666900382","10938.8618617073","11294.2492422293","11742.0500879694","12412.3094005832","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17006.0787564896","17966.0798811662","18544.1148380464","18764.8881146013","19572.6953179518","20419.1933079269","21051.8974643336","21913.9092467713","22960.5552382708","23840.9499856392","25319.1225565047","26505.960329621","27535.032625592","27952.9652595674","29051.4149468615","30076.708583911","32500.3338667029","34385.2126318526","35709.6314321742","34794.9443502844","35768.8432855554","37435.6703464808","37801.9210021728","38981.9561214963","39949.4520203638","41053.3333202391","42711.5374173216","45090.4610058817","46207.3235069981","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1053.04306138498","1233.39787354517","1540.9712957234","1628.6842070238","1818.46458419303","1997.28709567189","2045.08542647691","2046.16881234648","1977.56064970468","2121.70203918172","2124.88834599184","2009.73975002053","2002.32794235263","2037.79285459683","2013.88919550739","2042.66479508839","1838.04301642641","1888.6151795324","1921.43478978428","2102.95405980347","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13664.4404391105","14449.3840767387","14843.1069057317","14960.2685757493","15569.5782550083","16262.4515371148","16958.0798751631","17910.8726064863","19096.2983030278","19954.2902150512","21587.2564410521","22958.7615758989","24371.5988492666","25018.3661157286","26119.7937425206","27606.9340516269","30688.3662172506","32438.1733867257","33263.2723985249","32098.9750530883","31680.1853932351","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34912.4761266679","36554.9345486964","38888.7354742421","39715.4390594866","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5795.93510158536","5948.33444708022","6462.30668896771","6874.48454433474","7968.17384516032","8438.28407853829","8419.57135494532","9435.0085505661","10326.179421977","11670.3652656957","13122.8391600943","14521.297790749","16624.9120413037","19313.2642372794","22170.2522577934","22830.0903163589","20597.9334728765","21796.6100997635","24780.9787761938","26190.5529510261","27642.5853670431","29135.7043979166","29397.1298449963","30913.2051238477","33675.4577075001","35973.7764604798","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424.823988957268","393.685955236648","354.76786549799","396.471751158293","403.577963087255","422.977743203423","469.149191133492","477.48637330404","452.662093310938","469.128030126039","494.287301906942","531.53379385437","532.626621805948","515.873303337688","584.896866866195","655.786698721255","728.390515986983","811.064277431763","891.276432732849","950.554329358578","1052.60667249851","1161.58143397688","1250.35122224316","1367.71414426889","1494.11205196438","1621.70672639925","1746.16276984628","1897.2490774949","2022.13796136605","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15037.0412719652","15665.2954778173","16124.2786409926","16427.9283581735","17207.8161735399","18059.9688779947","18743.8028366734","19536.9096904869","20401.9608997784","21180.6185097008","22592.7380976775","23723.6992044385","24770.5745756429","25347.2344711495","26574.2048676365","27516.8098398175","29777.998651196","31556.6018849393","32994.8970220342","32204.1722914739","33281.7028900649","34802.0568611364","35359.9823078779","36575.6951677645","37604.6448564492","38767.0302020768","40276.3144276348","42598.7990164649","43737.7380895989","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1854.56304992457","1457.63612205757","1553.12950851956","1659.21839929842","1703.01155552221","1755.45124415731","1868.05033549157","2014.55454981604","2249.27946900892","2406.63360129354","2458.93895132668","2528.3316133301","2491.32012381486","2338.86001925714","2702.68147140548","2904.92980623929","3133.90693782123","3313.50931716583","3490.11549944331","3598.58103565336","3794.57848105526","3590.6868012127","4025.29192529969","4170.81210870844","4200.98719854842","4242.61843026341","4455.61987491207","4560.66830205734","4665.18853318125","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18139.2878936426","17544.6189848476","17248.9207587488","17449.5559041562","18449.30434218","19556.546435244","20062.1735381835","21792.2174780224","23576.5655846506","24767.280673451","26788.408471848","27807.3197803378","28605.1223159604","29019.3103958371","31173.3230804735","32051.7940038456","34419.380646761","37801.784534824","40083.6972699668","37980.0651571834","38953.3575952203","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42535.475165346","44015.5299223421","46735.4107423245","48416.93602994","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3823.29702391405","3810.16358803252","4084.3476025881","4210.82086475666","4457.22258081455","4605.40338567167","4858.68860230683","4782.82262148165","4854.0904397825","5316.66395271987","5312.12836339356","5517.36059043661","5774.53023666351","5934.62453819738","6403.4019634625","6618.78484163568","6892.83669549767","6947.96198649698","7078.62736616802","6965.5389437375","7202.75836335839","7520.37365528929","7758.21876915102","8262.95731183168","8882.38836461415","9372.54233708342","9670.84100111229","10329.438792097","10879.4784622426","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17624.2379668255","18309.4720592273","18931.8699475361","19175.3126778033","19972.1793246617","20745.4582303319","21331.4504294765","22241.4129000794","23359.0584934562","24307.4987876484","26094.2525634431","27501.5424106098","28523.8857271382","28141.4613974335","29034.0007086989","30498.5792943609","32434.8602641227","34088.3600835306","35095.2629574491","34685.17379693","35900.0455682618","37440.6386298685","37679.1217798605","39523.8539542181","40141.585477622","40833.2420664584","42047.2872382377","44255.9416401023","45342.3957360832","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770.81398718646","1917.50902814254","1987.12198329342","2146.32642086993","2136.94740649575","2302.2460567528","2253.1976622996","2149.976172889","2241.77018809317","2314.52735003113","2489.4041480173","2604.70544613613","2663.93361369604","2759.38848253502","2753.50496255775","2910.78901436923","3018.00078806756","3069.16928083663","3080.07977967807","3154.79279316807","3265.69282482481","3422.28920957019","3388.22489894385","3276.30042139499","3215.17441769737","3354.50839527417","3380.73734639041","3497.91754135144","3553.06145460345","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12690.8193469738","13546.7887627337","13068.4785025962","13538.7875229201","13968.5719179955","14588.7140706025","15006.9494544877","15740.3160043494","16066.7234213706","14483.9212963004","14182.2303353337","14453.9672197091","14301.4324322433","14537.3885172341","14655.9453913057","15106.7781499186","14708.2337595245","15549.513219436","14863.5683793029","14514.7729871153","15190.4144124785","16011.1245045144","16536.5659575193","17116.3436462546","17548.2712911969","17819.5595910343","17839.8973012187","17762.4086445387","17875.7611482905","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16698.341764666","17022.7423409092","17428.6011592458","18248.570164266","19312.176903805","20522.3137537802","21851.8482323716","23039.9477994598","23637.002818098","24414.6853180808","26407.209920783","27756.812632113","29068.5938574601","30261.5776899297","31964.5959660616","32668.2263161355","34767.0011352627","35600.0077931191","36660.1925635403","35003.497418398","36340.7338744538","37161.4906866096","38311.8460772243","39971.0253628526","41259.0009441734","42509.8881664337","43543.5878330358","45378.9977418279","45973.5735044198","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5413.80106271269","4384.98427202771","2452.12195480934","1761.13769905615","1636.67789693812","1780.09170994394","2090.21150382382","2426.51239217485","2593.39110010676","2762.57588151421","2932.73328846416","3190.18848463725","3448.84407212077","3927.81115258793","4293.78808285214","4883.04230505527","5536.08675714952","6433.36202290028","6737.55843948984","6599.44742762899","7145.52019253308","7897.69625497106","8627.62315550175","9122.49065639441","9699.50634054425","10081.4351252139","10480.9656160071","11191.3361771962","12004.5738332821","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233.45059734761","1304.19306693916","1346.18455339512","1404.23979125806","1440.86034921507","1490.84687308497","1547.23629852988","1599.07792595615","1651.74984568118","1706.99569215318","1765.93533563373","1831.4410105043","1897.1295183933","1983.47647757735","2098.15670952146","2234.20145413424","2387.35854743503","2492.89798496261","2703.30262688388","2784.13827919895","2964.43111957978","3368.80083733842","3664.60015272442","3909.66952295901","4006.18647531648","4044.41336917765","4135.6449997765","4457.35584649185","4746.68499549277","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","871.499328189579","898.676603232281","923.625837510345","967.119272753866","1000.30783256275","1040.63678898081","1078.17423087882","1123.74140002519","1148.0281206911","1179.88487481791","1208.54850731101","1253.41676090023","1312.64635398431","1327.88706309787","1368.55332555164","1424.14768484886","1453.00418073939","1558.614435573","1617.11761418497","1574.66320444874","1632.38630392217","1721.45135851851","1817.8526020908","1880.2385138099","1940.6349426703","1986.35305664782","2167.28239230766","2369.51917000363","2504.86974463305","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1588.88969662044","1630.3945632301","1665.5005045858","1701.04198951247","1687.01311282001","1684.6698335064","1700.15835399509","1759.15990705882","1785.30947102479","1868.1382983404","1952.907588684","2045.71586907875","1947.27252543602","2052.93939131966","2186.55945093342","2134.31033591454","2121.13587008058","2178.1535382926","2290.38624555601","2389.54903807679","2484.66916783389","2261.04901704761","2352.8084205076","2389.25392755288","2328.65087626561","2376.47891422376","2377.04224368238","2464.77371557032","2612.00099501428","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1060.09314138299","1126.13127229899","1138.41228139348","1163.54645569838","1200.05704282137","1252.68865819861","1395.43097180497","1482.8246333216","1057.73338519199","1063.04957004033","1122.74178943232","1147.82678812128","1129.32775164968","1130.83127656967","1165.91743325564","1224.22226906924","1259.81238283362","1303.72463283951","1338.11014245523","1358.99826105238","1401.69245595324","1506.69531157217","1469.8050436043","1503.74588622381","1506.58951397109","1574.46116409323","1648.43833233456","1734.71490884183","1799.06789098093","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660.45311053351","654.473292731809","872.90352969485","959.211395068814","1103.72632620769","1276.82536905061","2085.74948754072","5099.98499765669","6131.70391395533","7503.83483877564","8703.66145608783","13945.6360017588","16236.600978313","18069.8993277537","24525.8652414284","28241.9280723291","29941.8589733777","33840.5510026199","38790.9039784876","37820.9548140404","33294.6534965385","34622.1162657965","36576.0904309039","34180.7115318707","33542.7650820436","29592.379672326","26232.1337762133","24532.9520018941","22743.8244342202","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13291.0519806131","13997.4289705354","14306.9225541458","14327.0317723169","14851.0923633959","15408.6922076556","16129.2531431784","17154.1299750295","18033.517680255","18464.7321030753","19518.9075076684","20963.5603634318","22615.9356489706","23870.1600997422","25437.2684267066","25577.5240795599","28519.5389434167","29291.9236888183","30856.0118268477","30365.3999269637","28148.4224229962","26141.3195918975","25284.4640766238","26097.8719008736","26838.4552283268","26902.525319841","27273.9345786637","28579.7945258539","29592.1524196167","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4696.94226705899","4916.47663912389","4949.54359055632","4913.70481895824","5045.98820860854","5212.3940251971","5504.27593916109","5847.25087573275","6578.6486329139","7105.3780666589","7589.57680735745","7568.45645126042","7922.89553701431","8802.26557809391","8951.28211141626","10423.8603209328","10283.7952520972","11179.3057950946","11475.727828763","10764.5139593804","10788.9895185926","11040.109484721","11054.5848688294","11436.0258114446","12424.0676821701","13280.9824329701","13844.1434651551","14654.8664359312","15557.5450365264","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3310.02203546104","3465.05649452701","3629.28059929167","3771.75965534764","3915.6569153832","4100.38534152561","4202.79022080406","4363.09174571926","4530.22115801538","4666.09774657933","4830.76400081847","4935.71279542107","5086.55078578768","5188.20405348101","5368.50732816393","5585.65072503745","5928.02611187245","6327.75498987348","6516.89098775027","6458.25303430575","6576.66860854135","6844.54052794213","7031.53131061267","7264.85382669257","7552.71798310916","7788.49793362438","7955.3200105558","8166.85746650737","8462.37400812193","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1865.86380781711","2042.61532232372","2238.82569921134","2461.01331653116","2710.95109626866","2897.90978689836","3187.81339659807","3456.04243695392","3455.36731372815","3628.7740531395","3673.79935019844","3847.73904192187","3955.08419871885","4001.16270084537","4169.79478566721","4213.38964095851","4562.46578926527","5013.01845155461","5209.15179962127","5428.76216652942","5706.20076815921","6106.96737115033","6523.25826256377","6935.12292074297","7302.4069815492","7565.79971940107","7865.45060893712","8142.57609813993","8640.73737016211","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18204.9284032757","18989.0369616187","19752.5910591479","20347.816855709","21320.6310161203","22243.7273691107","23215.1851532169","24269.8771856833","25090.0876900206","26111.6462067569","27755.0541709296","28659.1901604039","29590.4724979372","30570.9048079991","32263.1758616724","33833.2566814636","36012.8326664961","37767.1074031949","38702.1777088514","37695.1488729558","39091.195851771","40697.9557166965","41846.0382670526","43314.0742962349","44581.0874954557","45831.411003913","47015.7031664039","48929.9901355758","50630.9621222157","",
